Category,Sheet,MedicationName,Question,CorrectAnswer,Option_1,Option_2,Option_3,Option_4,Option_5
Injections,Sheet1,Konakion MM Paediatric,"Le médicament ""Konakion MM Paediatric"", composé de ""Phytoménadione (Vitamine K1)"", est indiqué pour?","Aide à la coagulation du sang, surtout chez les enfants, pour prévenir les saignements.","Aide à la coagulation du sang, surtout chez les enfants, pour prévenir les saignements.",Pour traiter les problèmes hormonaux (acné sévère et pilosité excessive),Soulagement de l'inflammation et prise en charge de certaines maladies auto-immunes.,Pour un effet décongestionnant,Pour soulager les spasmes de la vessie
Injections,Sheet1,Konakion MM Phytomenadione,"Le médicament ""Konakion MM Phytomenadione"", composé de ""Phytoménadione (Vitamine K1)"", est indiqué pour?",Aide à la coagulation du sang et prévention des saignements.,"Antifongique: Candidoses, Dermatophyties, Intertrigos, Perlèches.",Réduction de la douleur et de l'inflammation.,Pour nettoyer l'estomac en cas d'intoxication et troubles digestifs,Aide à la coagulation du sang et prévention des saignements.,"Carence sévère en vitamine D, uniquement sur prescription médicale."
Injections,Sheet1,Pirocam Sothema,"Le médicament ""Pirocam Sothema"", composé de ""Piroxicam"", est indiqué pour?","Soulagement de la douleur et réduction de l'inflammation, notamment en cas d'arthrite.","Soulagement de la douleur et réduction de l'inflammation, notamment en cas d'arthrite.","Douleurs et gonflements (entorses, foulures)",Pour traiter les rhinites allergiques,Pour soulager la sécheresse et l'atrophie vaginale liée à la ménopause,"Douleurs légères (maux de tête, fièvre)."
Injections,Sheet1,Androtardyl,"Le médicament ""Androtardyl"", composé de ""Testostérone"", est indiqué pour?",Augmentation du taux de testostérone chez les hommes en déficit.,Pour contrôler la production d'urine (diabète insipide ou énurésie),Augmentation du taux de testostérone chez les hommes en déficit.,"Hémorroïdes (démangeaisons, gonflement)",Améliore la mobilité,Pour traiter une prostate agrandie
Injections,Sheet1,Coltrax,"Le médicament ""Coltrax"", composé de ""Thiocolchicoside"", est indiqué pour?",Détente musculaire et réduction des spasmes douloureux.,Détente musculaire et réduction des spasmes douloureux.,"Acné vulgaire en présence de comédons, papules et pustules.",Pour prévenir les caillots,"Gorge, poumons, infections urinaires",Prévention et traitement des caillots sanguins.
Ovules vaginaux,Sheet1,Pharmatex,"Le médicament ""Pharmatex"", composé de ""Chlorure de benzalkonium"", est indiqué pour?",Pour désinfecter la zone vaginale et prévenir les infections,Gel de massage effet froid. Soulage et apaise muscles et articulations.,Pour contrôler la production d'urine (diabète insipide ou énurésie),Pour améliorer l'apport en énergie au cœur et réduire les symptômes d'angine,"Douleurs et inflammations (entorses, douleurs dentaires)",Pour désinfecter la zone vaginale et prévenir les infections
Ovules vaginaux,Sheet1,Fluomizin,"Le médicament ""Fluomizin"", composé de ""Chlorure de déqualinium"", est indiqué pour?",Pour traiter ou prévenir les infections vaginales,"Anti-parasitaire (Gale simple, gale infectée, phtiriases)",Gorge (angine),Spasmes digestifs ou gynécologiques,Pour prévenir ou réduire les saignements,Pour traiter ou prévenir les infections vaginales
Ovules vaginaux,Sheet1,Candidax,"Le médicament ""Candidax"", composé de ""Dispositif médical"", est indiqué pour?",Traitement des symptômes de la vulvo-vaginite quelque soit l'origine,Antiasthmatique,Pour baisser la tension artérielle et réduire le cholestérol,Traitement des symptômes de la vulvo-vaginite quelque soit l'origine,Pour traiter les inflammations intestinales,Réhydratation (diarrhée/vomissements sévères).
Ovules vaginaux,Sheet1,Fungilyse,"Le médicament ""Fungilyse"", composé de ""Econazole"", est indiqué pour?",Pour traiter les infections fongiques vaginales,Pour traiter les infections fongiques vaginales,"Traitement des infections bactériennes, en particulier celles dues aux staphylocoques.",Pour réduire l'acide urique et traiter la goutte,Antifongique a large spectre d'action.,"Crème cicatrisante pour plaie et brûlures, hemorroides, fissures anales. Erythemes, coup de soleil, en post-radiotherapie, en post-epilation."
Ovules vaginaux,Sheet1,Ovestin,"Le médicament ""Ovestin"", composé de ""Estrid"", est indiqué pour?",Pour soulager la sécheresse et l'atrophie vaginale liée à la ménopause,"Douleurs inflammatoires (arthrose, tendinite)",Pour soulager la sécheresse et l'atrophie vaginale liée à la ménopause,Pour soulager la douleur,Appétit (Complément alimentaire),"Douleurs et gonflements (entorses, foulures)"
Ovules vaginaux,Sheet1,Repadina,"Le médicament ""Repadina"", composé de ""Huiles essentielles"", est indiqué pour?",Pour apaiser les irritations et restaurer l'équilibre de la flore vaginale,Gorge,"Infections fongiques de la peau et des ongles, qu'elles soient infectées ou non par des bactéries.",Gorge (Compliment Alimentaire),Affections cutanées non infectées qui répondent à la corticothérapie locale.,Pour apaiser les irritations et restaurer l'équilibre de la flore vaginale
Ovules vaginaux,Sheet1,ZyrdolGyn,"Le médicament ""ZyrdolGyn"", composé de ""Métronidazole"", est indiqué pour?",Pour traiter les infections vaginales bactériennes,"Douleurs et inflammations (lombalgie, traumatismes)",Pour traiter les infections vaginales bactériennes,Réduction de la douleur et de l'inflammation.,Mycoses de la peau (Affections cutanées dues a des champignons.),Pour nettoyer l'estomac en cas d'intoxication
Ovules vaginaux,Sheet1,Nidazol,"Le médicament ""Nidazol"", composé de ""Métronidazole"", est indiqué pour?",Pour traiter les infections vaginales bactériennes,"Crème pour la cicatrisation des plaies, les brûlures, les blessures superficielles et les piqûres d'insectes.","Plaie, plaie chirurgicale, brulures, trouble trophique d'origine vasculaire.","Pour traiter la rhinite allergique (nez qui coule, éternuements)",Pour traiter les infections vaginales bactériennes,"Symptômes grippaux (fièvre, congestion, douleurs)."
Ovules vaginaux,Sheet1,Metrozal,"Le médicament ""Metrozal"", composé de ""Métronidazole"", est indiqué pour?",Pour traiter les infections vaginales bactériennes,"Acné, poumons, infections génitales","Fer, Vitamines",Pour traiter les symptômes de la ménopause,Traiter et prévenir les caillots sanguins,Pour traiter les infections vaginales bactériennes
Ovules vaginaux,Sheet1,Flagyl,"Le médicament ""Flagyl"", composé de ""Métronidazole"", est indiqué pour?",Pour traiter les infections vaginales bactériennes,Pour aider à réduire les saignements,Pour un effet décongestionnant,Pour traiter les infections vaginales bactériennes,Pour soulager la sécheresse et l'atrophie vaginale liée à la ménopause,Pour soulager la douleur et les spasmes musculaires
Ovules vaginaux,Sheet1,Pevagine,"Le médicament ""Pevagine"", composé de ""Nitrate d'Econazole"", est indiqué pour?",Pour traiter les mycoses vaginales,Mal de transport,"Fatigue musculaire, stress.",Pour traiter les vertiges,Pour traiter les mycoses vaginales,"Douleur articulaires, musculaire et tendineuses"
Ovules vaginaux,Sheet1,Mycoderme,"Le médicament ""Mycoderme"", composé de ""Nitrate d'Econazole"", est indiqué pour?",Pour traiter les mycoses vaginales,Inconfort gastrique léger.,Pour traiter l'atrophie vaginale et restaurer l'équilibre hormonal,Pour réduire le cholestérol,Pour traiter les mycoses vaginales,Pour soulager les symptômes d'allergies
Ovules vaginaux,Sheet1,Gynazol,"Le médicament ""Gynazol"", composé de ""Nitrate d'Econazole"", est indiqué pour?",Pour traiter les mycoses vaginales,Pour traiter les mycoses vaginales,Inflammations articulaires (arthrite),Pour la contraception,"Douleurs inflammatoires aiguës (entorse, arthrose) (usage ponctuel).",Souplesses musculaire et articulaire.
Ovules vaginaux,Sheet1,Fazol,"Le médicament ""Fazol"", composé de ""Nitrate d'isoconazole"", est indiqué pour?",Pour traiter les mycoses vaginales,"Large spectre, infections respiratoires",Pour traiter les mycoses vaginales,"Large spectre, sinus, poumons, peau",Infections fongiques de la peau et des ongles.,Prévention des caillots sanguins (prescription médicale requise).
Ovules vaginaux,Sheet1,Mikopen,"Le médicament ""Mikopen"", composé de ""Nitrate de miconazole"", est indiqué pour?",Pour traiter les infections fongiques du vagin,Pour traiter une hypothyroïdie (thyroïde sous-active),Souplesses musculaire et articulaire.,Pour traiter les infections fongiques du vagin,Calmer l’inflammation et les démangeaisons de la peau,Pour soulager les spasmes de la vessie
Ovules vaginaux,Sheet1,Colpotrophine,"Le médicament ""Colpotrophine"", composé de ""Promestriene"", est indiqué pour?",Pour traiter l'atrophie vaginale et restaurer l'équilibre hormonal,Pour aider à réguler le calcium et renforcer les os,Pour traiter l'atrophie vaginale et restaurer l'équilibre hormonal,Pour décongestionner le nez,Prévention des caillots sanguins.,"Urinaire, poumons"
Ovules vaginaux,Sheet1,Gyno-Dermofix,"Le médicament ""Gyno-Dermofix"", composé de ""Sertaconazole"", est indiqué pour?",Pour traiter les mycoses vaginales,Pour traiter les mycoses vaginales,"Mycoses, infections fongiques",Stimule le transit et les sécrétions intestinales | Améliore la fonction digestive.,Pour soulager la douleur d'angine,Pour soulager les brûlures d'estomac et les reflux
Ovules vaginaux,Sheet1,Polygynax,"Le médicament ""Polygynax"", composé de ""Sulfate de néomicine | Sulfate polymyxine B | Nystatine"", est indiqué pour?",Pour traiter les infections vaginales mixtes (bactériennes et fongiques),Ossature et immunité,Pour soulager la sécheresse et l'atrophie vaginale liée à la ménopause,"Dents, infections digestives",Pour traiter les infections vaginales mixtes (bactériennes et fongiques),Gel chauffant et refroidissant. Muscle-articulation.
Pulvérisations,Sheet1,Rinoclenil,"Le médicament ""Rinoclenil"", composé de ""Béclométhasone dipropionate"", est indiqué pour?",Pour traiter la rhinite allergique,Traitement de diverses infections bactériennes.,Pour traiter la rhinite allergique,Pour traiter certains cancers du sein,Ibuprofène,"Douleur articulaires, musculaire et tendineuses"
Pulvérisations,Sheet1,Aeromax,"Le médicament ""Aeromax"", composé de ""Budésonide"", est indiqué pour?",Pour traiter la rhinite allergique,Paracetamol (Rhume),Soulagement de l'inflammation et prise en charge de certaines maladies auto-immunes.,Pour traiter la rhinite allergique,Pour aider à contrôler l'asthme et les allergies,"Antifongique: Candidoses, Dermatophyties, Intertrigos, Perlèches."
Pulvérisations,Sheet1,Budena,"Le médicament ""Budena"", composé de ""Budésonide"", est indiqué pour?",Pour traiter la rhinite allergique,Pour traiter la rhinite allergique,"Douleur articulaires, musculaire et tendineuses","Baume pectoral, de massage et confort, aux effets apaisants.",Pour soulager les brûlures et douleurs d'estomac,Rougeurs ou irritations de la peau sensible chez les bébés.
Pulvérisations,Sheet1,Selva,"Le médicament ""Selva"", composé de ""Camomille"", est indiqué pour?",Hygiène du nez,Hygiène du nez,Stimule le transit et les sécrétions intestinales | Améliore la fonction digestive.,Pour aider à réduire l'inflammation,Adoucie et protège l'épiderme contre les agressions extérieures et renforce la barrière cutanée. Restaure la peau en lui donne les soins supplémentaires dont elle a besoin.,Améliore la mobilité
Pulvérisations,Sheet1,Otrivine,"Le médicament ""Otrivine"", composé de ""Chlorhydrate de xylométazoline"", est indiqué pour?",Pour décongestionner le nez,Préparation intestinale avant un examen médical (usage ponctuel).,Psoriasis,Pour soulager les symptômes d'allergies,Pour décongestionner le nez,"Infections staphylococciques : peau, plaies, poumons (fibrose kystique, pneumonie)."
Pulvérisations,Sheet1,Humex,"Le médicament ""Humex"", composé de ""Chlorure de benzalkonium"", est indiqué pour?","Pour soulager les symptômes du rhume (nez bouché, écoulement)","Pour soulager les symptômes du rhume (nez bouché, écoulement)",Pour traiter certaines maladies du sang,Traiter et prévenir les caillots sanguins,Stimule le transit et les sécrétions intestinales | Améliore la fonction digestive.,Traitement des carences en vitamine B12.
Pulvérisations,Sheet1,CurAler,"Le médicament ""CurAler"", composé de ""Dispositif Médical"", est indiqué pour?",Confort nasal,Pour prévenir ou traiter la carence en fer et soutenir l'énergie,Traitement des carences en fer et de l'anémie ferriprive.,Confort nasal,"Douleurs inflammatoires (arthrose, tendinite) (éviter un usage prolongé).",Calmer l’inflammation et les démangeaisons de la peau
Pulvérisations,Sheet1,Ocean Bio-Actif,"Le médicament ""Ocean Bio-Actif"", composé de ""Dispositif Médical"", est indiqué pour?",Pour l'hygiène du nez,Pour l'hygiène du nez,Pour réguler le cycle menstruel,"Gel anti-douleurs (Articulations douloureuses, courbatures, lumbagos, torticolis.",Pour réduire la diarrhée,Antiparasitaire
Pulvérisations,Sheet1,Prevalin,"Le médicament ""Prevalin"", composé de ""Dispositif Médical"", est indiqué pour?",Pour traiter les rhinites allergiques,Soulage les irritations articulaires et musculaires| Relaxant,"Pour soulager la douleur, la fièvre et les spasmes musculaires","Anti-inflammatoire (Douleurs musculaires et articulaires, entorses, contusions, arthrose.)",Pour traiter les rhinites allergiques,Pour améliorer l'apport en énergie au cœur
Pulvérisations,Sheet1,Respimer,"Le médicament ""Respimer"", composé de ""Dispositif Médical"", est indiqué pour?",Forte congestion | Nez - Sinus,Forte congestion | Nez - Sinus,Pour renforcer les os et les dents,Pour aider à réduire les saignements,Allergie,Maladie de peau (Eczéma de contact | Dermatite atopique | Psoriasis)
Pulvérisations,Sheet1,Rhinolaya,"Le médicament ""Rhinolaya"", composé de ""Dispositif Médical"", est indiqué pour?",Fort - Nez bouché | Kids - Hygiène nasale,Douleurs musculaires et articulaires | Confort digestif | Équilibre nerveux,Pour traiter les infections fongiques du vagin,Fort - Nez bouché | Kids - Hygiène nasale,Toux (Compliment Alimentaire),Soulagement des douleurs et réduction de l'inflammation (douleurs articulaires/musculaires).
Pulvérisations,Sheet1,Humer,"Le médicament ""Humer"", composé de ""Dispositif Médical - Eau de mer"", est indiqué pour?",Pour l'hygiène du nez,"Rhume (fièvre, écoulement nasal, fatigue).",Appétit,"Dents, toxoplasmose",Antidouleur | Antioxydant,Pour l'hygiène du nez
Pulvérisations,Sheet1,Marimer,"Le médicament ""Marimer"", composé de ""Dispositif Médical - Eau de mer"", est indiqué pour?",Pour soulager le rhume,Pour soulager le rhume,"Inconfort digestif (ballonnements, digestion lente).",Pour éradiquer Helicobacter pylori lors d'infections gastriques,Diarrhée ou déséquilibre intestinal (après antibiotiques).,Pour traiter la rhinite allergique
Pulvérisations,Sheet1,Otosan,"Le médicament ""Otosan"", composé de ""Dispositif Médical - Eau de mer"", est indiqué pour?",Pour un effet décongestionnant,Aide digestif naturel,Expectorant,Pour soutenir le système nerveux,Régulation hormonale (syndrome des ovaires polykystiques) ou fertilité.,Pour un effet décongestionnant
Pulvérisations,Sheet1,Physiomer,"Le médicament ""Physiomer"", composé de ""Dispositif Médical - Eau de mer"", est indiqué pour?",Pour l'hygiène du nez,"Soulagement des dermatoses aiguës ou chroniques répondant aux corticostéroïdes en réduisant l'inflammation, les démangeaisons et les rougeurs associées à ces conditions.",Pour l'hygiène du nez,Pour traiter les infections fongiques,Herpes,Traiter et prévenir les caillots sanguins
Pulvérisations,Sheet1,Sinomarin,"Le médicament ""Sinomarin"", composé de ""Dispositif Médical - Eau de mer"", est indiqué pour?",Pour un effet décongestionnant,Antiasthmatique,"Rhume (congestion nasale, fièvre, maux de tête).",Pour un effet décongestionnant,Pour soulager le rhume,Favorise l'élimination des gaz intestinaux
Pulvérisations,Sheet1,Stérimar,"Le médicament ""Stérimar"", composé de ""Dispositif Médical - Eau de mer"", est indiqué pour?",Rhume: Eucalyptus + Cu | Allergies: Calcium + Mn,Affections de la peau où il y a inflammation et des couches de peau épaissies ou squameuses.,Pour améliorer la digestion et réduire les ballonnements,"Crème de soin pour bébé, pour une peau régénérée et apaisée.",Soulagement des nausées et amélioration de la digestion.,Rhume: Eucalyptus + Cu | Allergies: Calcium + Mn
Pulvérisations,Sheet1,Flixonase,"Le médicament ""Flixonase"", composé de ""Fluticasone"", est indiqué pour?",Pour traiter la rhinite allergique,"Psoriasis, lichen, lupus, cicatrices épaisses.",Pour traiter la rhinite allergique,"Divers états douloureux et inflammatoires tels que l'arthrose, les affections post-traumatiques ou musculo-squelettiques aiguës telles que tendinite, ténosynovite, périarthrite, entorse, foulure et lombalgie.","Protectrice, adoucissante, cicatrisante.",Pour soulager les spasmes musculaires
Pulvérisations,Sheet1,NazAir,"Le médicament ""NazAir"", composé de ""Fluticasone propionate"", est indiqué pour?",Pour traiter la rhinite allergique,Antiasthmatique,Antidouleur | Antioxydant,"CRÈME: Effet chauffant | Tonifie, detend, apaise.","Douleurs légères, fièvre, ou prévention des caillots (sur avis médical).",Pour traiter la rhinite allergique
Pulvérisations,Sheet1,Avamys,"Le médicament ""Avamys"", composé de ""Furoate de fluticasone"", est indiqué pour?","Pour traiter la rhinite allergique (nez qui coule, éternuements)",Spasmes digestifs ou gynécologiques,"Anti-inflamatoire, antalgique","Pour traiter la rhinite allergique (nez qui coule, éternuements)",Dermite séborrhéique de l'adulte et de l’adolescent.,"Confort digestif chez le nourrisson (ballonnements, renforcement immunitaire)."
Pulvérisations,Sheet1,Conasal,"Le médicament ""Conasal"", composé de ""Furoate de Mométasone"", est indiqué pour?",Pour traiter la rhinite allergique,Crème de massage apaisante et calmante,Pour aider à traiter l'asthme,Pour traiter la rhinite allergique,Pour réguler le cycle menstruel,Douleurs sévères (crises rhumatismales)
Pulvérisations,Sheet1,Metanaz,"Le médicament ""Metanaz"", composé de ""Furoate de Mométasone"", est indiqué pour?",Pour traiter la rhinite allergique,Pour traiter la rhinite allergique,Pour soulager les nausées et les vomissements,Réduction des saignements et aide à la coagulation.,Pour soulager les spasmes,"Crème de soin pour bébé, pour une peau régénérée et apaisée."
Pulvérisations,Sheet1,Nasonex,"Le médicament ""Nasonex"", composé de ""Furoate de Mométasone"", est indiqué pour?",Pour traiter la rhinite allergique,"Psoriasis, lichen, lupus, cicatrices épaisses.",Pour traiter la rhinite allergique,Paracetamol,Pour contrôler le taux de sucre dans le sang (diabète),Pour prévenir les douleurs cardiaques (angine)
Pulvérisations,Sheet1,Risonel,"Le médicament ""Risonel"", composé de ""Furoate de Mométasone"", est indiqué pour?",Pour traiter la rhinite allergique,"Fer, Vitamines","Symptômes du rhume (fièvre, écoulement nasal, fatigue).",Souplesses musculaire et articulaire.,Antiparasitaire (A frotter),Pour traiter la rhinite allergique
Pulvérisations,Sheet1,Tabunex,"Le médicament ""Tabunex"", composé de ""Furoate de Mométasone"", est indiqué pour?",Pour traiter la rhinite allergique,Pour traiter la rhinite allergique,"Symptômes du rhume (ex. congestion nasale, toux, fièvre, courbatures).",Pour soutenir le métabolisme du glucose et le système nerveux,Pour réguler le cycle menstruel,Pour traiter ou prévenir l'anémie
Pulvérisations,Sheet1,Soufrane,"Le médicament ""Soufrane"", composé de ""Thiopènecarboxylate de sodium"", est indiqué pour?",Pour soulager l'irritation nasale,Cooling gel (rafraichit et doncontracte) | Warm-up gel (decontracte et detend),"Douleur articulaires, musculaire et tendineuses",Pour traiter les rhinites allergiques,Pour soulager l'irritation nasale,"Soulagement des dermatoses aiguës ou chroniques répondant aux corticostéroïdes en réduisant l'inflammation, les démangeaisons et les rougeurs associées à ces conditions."
Sachets,Sheet1,Exomuc,"Le médicament ""Exomuc"", composé de ""Acétylcystéine"", est indiqué pour?",Toux grasse (fluidifie le mucus).,Pour prévenir la formation de caillots,Toux grasse (fluidifie le mucus).,"Infections fongiques de la peau et des ongles, qu'elles soient infectées ou non par des bactéries.",Pour prévenir la formation de caillots sanguins,Pour réduire l'inflammation et apaiser les irritations
Sachets,Sheet1,Kardegic,"Le médicament ""Kardegic"", composé de ""Acétylsalicylate de Lysine"", est indiqué pour?",Prévention des caillots sanguins (prescription médicale requise).,"Pour améliorer la circulation dans les jambes (varices, jambes lourdes)",Prévention des caillots sanguins (prescription médicale requise).,"Digestif, gynécologique, dents",Gorge (angine),"Traite les problèmes vaginaux d'origine bactérienne, Diminue les écoulements et odeurs désagréables, Agit immédiatement contre les démangeaisons et irritations, Optimise la flore vaginale"
Sachets,Sheet1,Aspegic,"Le médicament ""Aspegic"", composé de ""Acide Acétylsalicylique"", est indiqué pour?","Douleurs légères, fièvre, ou prévention des caillots (sur avis médical).",Réduction de la douleur et de l'inflammation.,"Douleurs légères, fièvre, ou prévention des caillots (sur avis médical).",Pour soulager les brûlures d'estomac,Pour soulager la douleur et prévenir les caillots,Compliment allimentaire haute gamme
Sachets,Sheet1,Gaviscon,"Le médicament ""Gaviscon"", composé de ""Alginate de sodium | Bicarbonate de sodium"", est indiqué pour?","Brûlures d’estomac, reflux acide.","Aide à la coagulation du sang, surtout chez les enfants, pour prévenir les saignements.","Brûlures d’estomac, reflux acide.",Gel de massage effet froid. Soulage et apaise muscles et articulations.,Pour traiter une thyroïde trop active (hyperthyroïdie),"Crème cicatrisante pour plaie et brûlures, hemorroides, fissures anales. Erythemes, coup de soleil, en post-radiotherapie, en post-epilation."
Sachets,Sheet1,Ketoderm,"Le médicament ""Ketoderm"", composé de ""Antifongique"", est indiqué pour?",Infections cutanées fongiques (ex. mycoses).,Cooling gel (rafraichit et doncontracte) | Warm-up gel (decontracte et detend),Traitement des carences en fer et de l'anémie ferriprive.,Infections cutanées fongiques (ex. mycoses).,Pour traiter une prostate agrandie,Digestion (Complément alimentaire)
Sachets,Sheet1,Calcidia,"Le médicament ""Calcidia"", composé de ""Calcium"", est indiqué pour?",Complément en calcium (prévention de l’ostéoporose).,Complément en calcium (prévention de l’ostéoporose).,Confort articulaire,Antiémetique,"Acné vulgaire en présence de comédons, papules et pustules.","Poumons, infections urinaires"
Sachets,Sheet1,Cacit Vitamine D3,"Le médicament ""Cacit Vitamine D3"", composé de ""Calcium | Acide citrique | Colécalciférol"", est indiqué pour?",Renforcement osseux ou carence en calcium/vitamine D.,Pour favoriser une bonne digestion et l'équilibre intestinal,Pour traiter ou prévenir l'anémie,Détente musculaire et réduction des spasmes douloureux.,Pour faciliter la miction en cas de prostate agrandie,Renforcement osseux ou carence en calcium/vitamine D.
Sachets,Sheet1,Curaflex,"Le médicament ""Curaflex"", composé de ""Collagène | Acide hyaluronique"", est indiqué pour?",Soutien articulaire (douleurs articulaires légères).,"Inconfort digestif (ballonnements, digestion lente).",Pour traiter la prostate agrandie,Soutien articulaire (douleurs articulaires légères).,Irritations de la peau.,Antidouleur | Antioxydant
Sachets,Sheet1,Inqulyte,"Le médicament ""Inqulyte"", composé de ""Complément | Électrolytes"", est indiqué pour?",Réhydratation (diarrhée/vomissements sévères).,Réhydratation (diarrhée/vomissements sévères).,Pour aider à traiter l'asthme,Pour soulager les spasmes musculaires,"Antibiotique, affections cutanées à germes sensibles.","Poussées d'arthrose des petites articulations, des tendinites, des traumatismes de type entorse bénigne (foulure), contusion, des lombalgies, des réactions inflammatoires des veines consécutives à une sclérose de varices."
Sachets,Sheet1,Hivernex,"Le médicament ""Hivernex"", composé de ""Complément alimentaire"", est indiqué pour?",Renforcement immunitaire en période hivernale.,"Mycoses, infections fongiques",Renforcement immunitaire en période hivernale.,Réduction de l'acidité gastrique pour soulager les brûlures d'estomac et les ulcères.,Réduction des saignements et aide à la coagulation.,"Confort digestif chez le nourrisson (ballonnements, renforcement immunitaire)."
Sachets,Sheet1,Probiotis,"Le médicament ""Probiotis"", composé de ""Complément alimentaire"", est indiqué pour?",Soutien digestif général.,Soutien digestif général.,Toux grasse (fluidifie le mucus).,"Crampes musculaires, stress, ou complément alimentaire.","Traitement d'infections bactériennes, notamment la syphilis.",Régénère le Microbiote Vaginal
Sachets,Sheet1,Refluxaid,"Le médicament ""Refluxaid"", composé de ""Complément alimentaire"", est indiqué pour?",Inconfort gastrique léger.,Pour traiter la goutte et réduire l'acide urique,Confort intestinal chez l’enfant (diarrhée légère).,Inconfort gastrique léger.,"Soulagement des dermatoses aiguës ou chroniques répondant aux corticostéroïdes en réduisant l'inflammation, les démangeaisons et les rougeurs associées à ces conditions.","Gorge, voies respiratoires, infections urinaires"
Sachets,Sheet1,TriDigest,"Le médicament ""TriDigest"", composé de ""Complément alimentaire"", est indiqué pour?","Aide à la digestion (ballonnements, lourdeurs).","Peau, gorge, infections résistantes",Antifongique a large spectre d'action.,"Aide à la digestion (ballonnements, lourdeurs).",Pour prévenir ou traiter la carence en fer et soutenir l'énergie,Soutien digestif général.
Sachets,Sheet1,Bacilac infantis,"Le médicament ""Bacilac infantis"", composé de ""Dextrose | Stéarate de magnésium | Acide ascorbique"", est indiqué pour?","Confort digestif chez le nourrisson (ballonnements, renforcement immunitaire).",Pour traiter les symptômes d'une vessie hyperactive,Pour traiter les inflammations intestinales,"Confort digestif chez le nourrisson (ballonnements, renforcement immunitaire).",Pour faciliter la respiration,Pour traiter une hypothyroïdie (thyroïde sous-active)
Sachets,Sheet1,Voltfast,"Le médicament ""Voltfast"", composé de ""Diclofénac"", est indiqué pour?","Douleurs inflammatoires aiguës (entorse, arthrose) (usage ponctuel).",Soulagement de l'inflammation et prise en charge de certaines maladies auto-immunes.,"Gorge, poumons, infections génitales","Douleurs inflammatoires aiguës (entorse, arthrose) (usage ponctuel).",Hygiène du nez,Forte congestion | Nez - Sinus
Sachets,Sheet1,Smecta,"Le médicament ""Smecta"", composé de ""Diosmectite"", est indiqué pour?",Diarrhée aiguë (adultes et enfants).,Toux avec effet sedatif,Pour soulager les symptômes d'allergies,Complément en calcium (prévention de l’ostéoporose).,Diarrhée aiguë (adultes et enfants).,Anemie
Sachets,Sheet1,Inxium,"Le médicament ""Inxium"", composé de ""Ésomeprazole"", est indiqué pour?",Brûlures d’estomac chroniques (sur avis médical).,Brûlures d’estomac chroniques (sur avis médical).,Pour soulager les nausées et faciliter la digestion,Crampes intestinales ou urinaires,"Urinaire, intestins, os","Traite les problèmes vaginaux d'origine bactérienne, Diminue les écoulements et odeurs désagréables, Agit immédiatement contre les démangeaisons et irritations, Optimise la flore vaginale"
Sachets,Sheet1,Cibalax,"Le médicament ""Cibalax"", composé de ""FOS-Bifidobactérium lactis"", est indiqué pour?",Régulation du transit intestinal (constipation légère).,Anemie,"Urinaire, intestins, os",Eczéma | Psoriasis | Démangeaisons | Allergies cutanées | Piqûres d'insectes.,"Douleur articulaires, musculaire et tendineuses",Régulation du transit intestinal (constipation légère).
Sachets,Sheet1,Dona,"Le médicament ""Dona"", composé de ""Glucosamine"", est indiqué pour?",Douleurs articulaires (arthrose).,"Poumons, gorge",Douleurs articulaires (arthrose).,Favorise l'élimination des gaz intestinaux,"Infections staphylococciques : peau, plaies, poumons (fibrose kystique, pneumonie).",Pour prévenir les caillots
Sachets,Sheet1,Carminex,"Le médicament ""Carminex"", composé de ""Huiles essentielles"", est indiqué pour?","Inconfort digestif (ballonnements, digestion lente).","Douleurs (maux de tête, douleurs dentaires) et fièvre (effet stimulant de la caféine).",Renforcement immunitaire en période hivernale.,Soulagement des douleurs et réduction de l'inflammation (douleurs articulaires/musculaires).,"Crème apaisante, reparatrice, hydrantante.","Inconfort digestif (ballonnements, digestion lente)."
Sachets,Sheet1,Transilac,"Le médicament ""Transilac"", composé de ""Lactulose"", est indiqué pour?",Constipation chronique.,"Hémorroïdes (démangeaisons, gonflement)",Toux avec effet sedatif,Soulage les irritations articulaires et musculaires| Relaxant,Constipation chronique.,Pour contrôler le taux de sucre dans le sang
Sachets,Sheet1,Forlax,"Le médicament ""Forlax"", composé de ""Macrogol 4000"", est indiqué pour?",Constipation occasionnelle.,Pour prévenir la formation de caillots,Pour calmer les inflammations et les allergies,Pour faciliter la respiration,"Inconfort digestif
 (ex. brûlures d’estomac,
 ballonnements, digestion difficile).",Constipation occasionnelle.
Sachets,Sheet1,Fortrans,"Le médicament ""Fortrans"", composé de ""Macrogol 4000 | Sulfate de sodium anhydre | Bicarbonate de sodium | Chlorure de sodium | Chlorure de potassium"", est indiqué pour?",Préparation intestinale avant un examen médical (usage ponctuel).,Renforcement osseux ou carence en vitamine D/calcium (ex. ostéoporose).,Préparation intestinale avant un examen médical (usage ponctuel).,Diarrhée légère ou irritation intestinale.,Fer (Compliment alimentaire),Pour prévenir ou traiter la carence en fer et soutenir l'énergie
Sachets,Sheet1,Additiva,"Le médicament ""Additiva"", composé de ""Magnésium"", est indiqué pour?","Crampes musculaires, stress, ou complément alimentaire.",Antiparasitaire,Réduction rapide de l'inflammation et traitement des réactions allergiques sévères.,Pour soutenir la santé des articulations,"Crampes musculaires, stress, ou complément alimentaire.",Pour soulager la douleur et la fièvre
